web-scraper-order,description_raw,price_raw,mileage_raw,fuel_type_raw,location_raw,price,mileage,fuel_type_Diesel,price_cat,lat,lon
1733471217-161,ROLLER TEAM LIVINGSTONE DUO ADVANCE L12,CHF 52'970.–,57'600 km,Diesel,"HAUPTSTRASSE 70, 8546 ISLIKON",52970,57600,1,50000 - 99999,47.54833221435547,8.849271774291992
1733471220-162,"CITROEN JUMPY 1,6 HDI DIESEL",CHF 14'997.–,169'985 km,Diesel,"ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",14997,169985,1,0 - 19999,47.741600036621094,8.709936141967773
1733471222-163,DETHLEFFS EG-DF002,CHF 13'900.–,183'000 km,Diesel,"TANNBACHSTRASSE 2, 6264 PFAFFNAU",13900,183000,1,0 - 19999,47.23344039916992,7.90991735458374
1733471228-165,ADRIA TWIN PLUS 640 SLB,CHF 71'190.–,14'000 km,Diesel,"VIA SAN GOTTARDO 120, 6500 BELLINZONA",71190,14000,1,50000 - 99999,46.20896911621094,9.038769721984863
1733471230-166,ETRUSCO T6900 SB E1,CHF 66'780.–,14'500 km,Diesel,"HAUPTSTRASSE 70, 8546 ISLIKON",66780,14500,1,50000 - 99999,47.54833221435547,8.849271774291992
1733471232-167,VW VW T6 2.0 TDI MAREMONTI COMFORT CAMPER 5SITZE,CHF 42'900.–,65'000 km,Diesel,"THALERSTRASSE 46A, 9424 RHEINECK",42900,65000,1,20000 - 49999,47.467018127441406,9.58243179321289
1733471237-169,FORD NUGGET TREND L1,CHF 58'000.–,21'500 km,Diesel,"BREITENSTRASSE 1, 8725 GEBERTINGEN",58000,21500,1,50000 - 99999,47.25289535522461,9.001060485839844
1733471239-170,RIMOR EVO 95   LÄNGSBETTEN,CHF 64'900.–,16'000 km,Diesel,"RIEDHOFSTRASSE 57, 8408 WINTERTHUR",64900,16000,1,50000 - 99999,47.51407241821289,8.693832397460938
1733471242-171,WEINSBERG 631,CHF 21'990.–,82'400 km,Diesel,"PFÄFFIKERSTRASSE 28, 8331 AUSLIKON",21990,82400,1,20000 - 49999,47.341331481933594,8.807897567749023
1733471247-172,OPEL VIVARO,CHF 8'900.–,252'672 km,Diesel,"BUHOLZSTRASSE 40, 6032 EMMEN",8900,252672,1,0 - 19999,47.0927734375,8.318682670593262
1733471250-173,VW T6 CALIFORNIA 2.0 BI-TDI BEACH LIBERTY 4MOTION,CHF 33'800.–,192'000 km,Diesel,"KORBACKERWEG 27, 5502 HUNZENSCHWIL AG",33800,192000,1,20000 - 49999,47.38629913330078,8.133002281188965
1733471252-174,MERCEDES-BENZ MARCO POLO 300 D 4M AUTOMAT,CHF 76'900.–,60'000 km,Diesel,"OTELFINGERSTRASSE 44, 5430 WETTINGEN",76900,60000,1,50000 - 99999,47.458194732666016,8.346111297607422
1733471255-175,MERCEDES-BENZ MARCO POLO 300 D 4M AUTOMAT,CHF 89'900.–,27'000 km,Diesel,"INDUSTRIESTRASSE 11, 8620 WETZIKON",89900,27000,1,50000 - 99999,47.334293365478516,8.798748016357422
1733471259-176,ETRUSCO V 6.6 SF V1,CHF 56'880.–,25'800 km,Diesel,"HAUPTSTRASSE 70, 8546 ISLIKON",56880,25800,1,50000 - 99999,47.54833221435547,8.849271774291992
1733471261-177,DETHLEFFS ADVANTAGE I 7051 EB,CHF 34'900.–,160'999 km,Diesel,"EISTRASSE 1, 6102 MALTERS",34900,160999,1,20000 - 49999,47.04475021362305,8.191388130187988
1733471264-178,SUNLIGHT CAPRON I69S,CHF 49'900.–,106'000 km,Diesel,"EISTRASSE 1, 6102 MALTERS",49900,106000,1,20000 - 49999,47.04475021362305,8.191388130187988
1733471266-179,SUNLIGHT A 70,CHF 36'900.–,172'000 km,Diesel,"EISTRASSE 1, 6102 MALTERS",36900,172000,1,20000 - 49999,47.04475021362305,8.191388130187988
1733471268-180,DETHLEFFS TREND I 7057DBM,CHF 47'500.–,110'000 km,Diesel,"EISTRASSE 1, 6102 MALTERS",47500,110000,1,20000 - 49999,47.04475021362305,8.191388130187988
1733471271-181,FORD TRANSIT C NUGGET 320 L1 2.0 TDCI 185 AUFSTELLDACH,CHF 49'500.–,39'000 km,Diesel,"GROSSRIEDSTRASSE 13, 6462 SEEDORF",49500,39000,1,20000 - 49999,46.8880729675293,8.614900588989258
1733471273-182,VW T6 CALIFORNIA 2.0 TDI BEACH,CHF 34'900.–,153'500 km,Diesel,"BREITENSTRASSE 1, 8725 GEBERTINGEN",34900,153500,1,20000 - 49999,47.25289535522461,9.001060485839844
1733471275-183,VW CAMPER MULTIVAN,CHF 42'900.–,104'700 km,Diesel,"BREITENSTRASSE 1, 8725 GEBERTINGEN",42900,104700,1,20000 - 49999,47.25289535522461,9.001060485839844
1733471278-184,FIAT DUCATO 280 / 14,CHF 2'990.–,190'000 km,Diesel,"ROUTE DE LA PARQUETERIE 23, 1635 LA TOUR-DE-TRÊME",2990,190000,1,0 - 19999,46.60606384277344,7.072765827178955
1733471280-185,FIAT SEA MCLOUIS M700 - AB MFK & GASPRÜFUNG,CHF 24'900.–,155'600 km,Diesel,"STEIGSTRASSE 26, 8406 WINTERTHUR",24900,155600,1,20000 - 49999,47.47664260864258,8.702418327331543
1733471283-186,AHORN VAN 620,CHF 51'900.–,36'000 km,Diesel,"SAHLIMATTE 200, 3036 DETLIGEN",51900,36000,1,50000 - 99999,47.00143051147461,7.273756980895996
1733471285-187,MERCEDES-BENZ SPRINTER CAMPER L3 H2,CHF 84'000.–,190'000 km,Diesel,"RUESSENSTRASSE 11, 6340 BAAR",84000,190000,1,50000 - 99999,47.21332931518555,8.564812660217285
1733471287-188,VW T6 2.0 TDI 105PS MAREMONTI SURF150 CAMPER 6SITZE,CHF 36'900.–,72'000 km,Diesel,"THALERSTRASSE 46A, 9424 RHEINECK",36900,72000,1,20000 - 49999,47.467018127441406,9.58243179321289
1733471290-189,FORD ECONOLINE VAN MIDWAY,CHF 9'999.–,125'000 km,Benzin,"LA GUÉRITE 60, 1541 SÉVAZ",9999,125000,0,0 - 19999,46.838157653808594,6.865045547485352
1733471294-191,VW T6 CALIFORNIA 2.0 TDI BEACH 4MOTION,CHF 51'900.–,43'850 km,Diesel,"STAATSSTRASSE 156, 3626 HÜNIBACH",51900,43850,1,50000 - 99999,46.74657440185547,7.642361640930176
1733471300-192,VW T6 CALIFORNIA 2.0 TDI BEACH LIBERTY 4MOTION,CHF 29'900.–,285'000 km,Diesel,"ROUTE DE LAUSANNE 22, 1400 YVERDON-LES-BAINS",29900,285000,1,20000 - 49999,46.76424026489258,6.64890193939209
1733471302-193,VW VW T6 2.0 TDI 150KW 4MOTION DSG MAREMONTI SURF CAMPER 6SITZE,CHF 45'900.–,16'000 km,Diesel,"THALERSTRASSE 46A, 9424 RHEINECK",45900,16000,1,20000 - 49999,47.467018127441406,9.58243179321289
1733471305-194,VW T5 CALIFORNIA 2.0 TDI BEACH,CHF 23'900.–,172'000 km,Diesel,"UNTERE GRÜNDLISTRASSE 2, 6055 ALPNACH DORF",23900,172000,1,20000 - 49999,46.93598937988281,8.275261878967285
1733471307-195,BÜRSTNER ARGOS A 747 ALDE HEIZUNG - ANHÄNGERKUPPLUNG- KLIMA,CHF 47'900.–,101'000 km,Diesel,"VIA SAN GOTTARDO 38, 6593 CADENAZZO",47900,101000,1,20000 - 49999,46.15255355834961,8.952432632446289
1733471312-197,ELNAGH COLUMBIA 111,CHF 13'503.–,191'000 km,Diesel,"VIA SAN GOTTARDO 38, 6593 CADENAZZO",13503,191000,1,0 - 19999,46.15255355834961,8.952432632446289
1733471315-198,MERCEDES-BENZ 4X4 LARAG MIT UNIQCAB-AUFBAU,CHF 79'000.–,73'000 km,Benzin,"AARBERGSTRASSE 10, 3272 WALPERSWIL",79000,73000,0,50000 - 99999,47.05879211425781,7.230997562408447
1733471320-200,FIAT DUCATO 280/14,CHF 4'850.–,95'000 km,Diesel,"EMMENTALSTRASSE 79, 3510 KONOLFINGEN",4850,95000,1,0 - 19999,46.88613510131836,7.635671138763428
1733471322-201,MERCEDES-BENZ MARCO POLO 300 D 4M AUTOMAT,CHF 69'700.–,33'600 km,Diesel,"KÜHLHAUSSTRASSE 2, 4900 LANGENTHAL",69700,33600,1,50000 - 99999,47.21744155883789,7.783696174621582
1733471324-202,FIAT KNAUS QUERBETT MIT HECKGARAGE,CHF 22'900.–,74'220 km,Diesel,"OBERFELDSTRASSE 13, 8570 WEINFELDEN",22900,74220,1,20000 - 49999,47.56113815307617,9.13205337524414
1733471328-203,ADRIA ACTIVE PRO 2.0,CHF 56'500.–,15'000 km,Diesel,"VIA SAN GOTTARDO 120, 6500 BELLINZONA",56500,15000,1,50000 - 99999,46.20896911621094,9.038769721984863
1733471330-204,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 52'900.–,31'000 km,Diesel,"WISWANDSTRASSE 6, 8542 WIESENDANGEN",52900,31000,1,50000 - 99999,47.52054214477539,8.79157543182373
1733471335-206,ADRIA SUN LIVING 75 SL,CHF 55'000.–,39'000 km,Diesel,"UNTERHOLZ 1C, 3380 WANGEN AN DER AARE",55000,39000,1,50000 - 99999,47.22997283935547,7.653196334838867
1733471339-207,VW T5 CALIFORNIA 2.0 TDI BEACH LAST EDITION,CHF 31'900.–,134'000 km,Diesel,"GIGENNAGELSTRASSE 2, 6287 AESCH LU",31900,134000,1,20000 - 49999,47.26013946533203,8.240265846252441
1733471342-208,ROLLER TEAM 284 HLT,CHF 64'500.–,32'300 km,Diesel,"LANDSTRASSE 10, 6418 ROTHENTHURM",64500,32300,1,50000 - 99999,47.0999870300293,8.67253589630127
1733471345-209,CITROEN TYPE-H CAMPERVAN,CHF 79'700.–,24'000 km,Diesel,"GEWERBESTRASSE 1, 8451 KLEINANDELFINGEN",79700,24000,1,50000 - 99999,47.60587692260742,8.68687629699707
1733471347-210,VW T3,CHF 39'900.–,175'101 km,Benzin,"GÖSLIKERSTRASSE 12, 5524 NIEDERWIL",39900,175101,0,20000 - 49999,47.37629699707031,8.298477172851562
1733471356-212,MERCEDES-BENZ SPRINTER,CHF 17'990.–,91'489 km,Diesel,"HAUPTSTRASSE 23, 8573 SIEGERSHAUSEN",17990,91489,1,0 - 19999,47.612152099609375,9.169289588928223
1733471360-213,BIMOBIL EX 755 SONDERBAU AUF BASIS MERCEDES-BENZ ACTROS 1832 (WOHNMOBIL),CHF 339'000.–,292'000 km,Diesel,"GEWERBESTRASSE 1, 8451 KLEINANDELFINGEN",339000,292000,1,200000 - 499999,47.60587692260742,8.68687629699707
1733471366-215,MONACO WINDSOR 38 PBS,CHF 79'900.–,263'500 km,Diesel,"LENZBURGERSTRASSE 6, 5103 WILDEGG",79900,263500,1,50000 - 99999,47.414127349853516,8.164999961853027
1733471370-216,"ETRUSCO CV 600DB, FIAT DUCATO 2.3MJT 140PS",CHF 49'900.–,51'500 km,Diesel,"HOFACKERSTRASSE 7, 9606 BÜTSCHWIL",49900,51500,1,20000 - 49999,47.36394500732422,9.074725151062012
1733471372-217,FIAT DUCATO CAPRON EG/CF D02 WOHNMOBIL 6 PLÄTZER,CHF 52'900.–,17'000 km,Diesel,"HAUPTSTRASSE 1, 9556 AFFELTRANGEN",52900,17000,1,50000 - 99999,47.527305603027344,9.03041934967041
1733471377-218,FIAT KNAUS  DUCATO 2.8 TD,CHF 23'990.–,68'900 km,Diesel,8310 KEMPTTHAL,23990,68900,1,20000 - 49999,47.45183181762695,8.701164245605469
1733471382-219,CHEVROLET 1500 VAN,CHF 19'990.–,81'000 km,Benzin,8310 KEMPTTHAL,19990,81000,0,0 - 19999,47.45183181762695,8.701164245605469
1733471385-220,VW VW T6 2.O TDI MAREMONTI SURF CAMPER LIGHT 6SITZE,CHF 28'900.–,98'000 km,Diesel,"THALERSTRASSE 46A, 9424 RHEINECK",28900,98000,1,20000 - 49999,47.467018127441406,9.58243179321289
1733471388-221,NIESMANN + BISCHOFF ARTO 79F 180PS VOLLAUSSTATTUNG,CHF 89'800.–,48'500 km,Diesel,"MÖNCHMATTWEG 3, 5035 UNTERENTFELDEN",89800,48500,1,50000 - 99999,47.361507415771484,8.051010131835938
1733471393-223,SAURER 2DM 4X4 WOHNMOBIL,CHF 17'500.–,13'900 km,Diesel,"DORF 10, 9127 ST. PETERZELL",17500,13900,1,0 - 19999,47.31846237182617,9.172804832458496
1733471399-225,FIAT DETHLEFFS,CHF 20'000.–,110'985 km,Diesel,"LANDSTRASSE 349, 4314 ZEININGEN",20000,110985,1,0 - 19999,47.53379821777344,7.885025501251221
1733471401-226,FIAT DUCATO 2.3JTD 130PS PILOT ***TOP AUSSTATTUNG***,CHF 41'900.–,85'000 km,Diesel,"BRUNNENWIESENSTRASSE 8, 8570 WEINFELDEN",41900,85000,1,20000 - 49999,47.56602096557617,9.091235160827637
1733471404-227,FIAT DUCATO 2.2JTD 180PS ETRUSCO ***AUTOMAT-2X 1.4MX1.95 BETT***,CHF 62'900.–,35'000 km,Diesel,"BRUNNENWIESENSTRASSE 8, 8570 WEINFELDEN",62900,35000,1,50000 - 99999,47.56602096557617,9.091235160827637
1733471408-228,CONCORDE CARVER 920 G,CHF 313'900.–,10'705 km,Diesel,"MITTLER-LANGNAU 1, 6105 SCHACHEN LU",313900,10705,1,200000 - 499999,47.040523529052734,8.134263038635254
1733471429-229,VW JOKER TYP 2,CHF 29'000.–,162'000 km,Benzin,"ROUTE CANTONALE 13, 1426 CONCISE",29000,162000,0,20000 - 49999,46.85153579711914,6.718847751617432
1733471438-231,BÜRSTNER LINEO C 590,CHF 59'990.–,18'700 km,Diesel,"BUHOLZSTRASSE 26, 6032 EMMEN",59990,18700,1,50000 - 99999,47.087825775146484,8.315750122070312
1733471445-232,VW AMAROK 4X4 MIT GEOCAR CONDOR PLUS WOHNKABINE,CHF 89'900.–,58'000 km,Diesel,"GEWERBESTRASSE 1, 8451 KLEINANDELFINGEN",89900,58000,1,50000 - 99999,47.60587692260742,8.68687629699707
1733471448-233,MERCEDES-BENZ MARCO POLO 250 D 7G-TRONIC,CHF 39'900.–,144'000 km,Diesel,"ROUTE DE CHIPPIS 47, 3966 CHALAIS",39900,144000,1,20000 - 49999,46.27153396606445,7.519195079803467
1733471451-234,MERCEDES-BENZ VITO 220D,CHF 42'800.–,62'000 km,Diesel,"RIEDEN 10, 6370 STANS",42800,62000,1,20000 - 49999,46.965248107910156,8.383917808532715
1733471454-235,ADRIA 665SP,CHF 32'990.–,138'900 km,Diesel,8310 KEMPTTHAL,32990,138900,1,20000 - 49999,47.45183181762695,8.701164245605469
1733471456-236,FIAT ADRIA SPORT QUEENSBETT NUTZLAST VON 731 KG,CHF 40'900.–,60'800 km,Diesel,"OBERFELDSTRASSE 13, 8570 WEINFELDEN",40900,60800,1,20000 - 49999,47.56113815307617,9.13205337524414
1733471462-238,ETRUSCO FIAT DUCATO  640 SB COMPLETE SELECTION,CHF 68'000.–,18'500 km,Diesel,"HAUPTSTRASSE 46, 4112 BÄTTWIL",68000,18500,1,50000 - 99999,47.48995590209961,7.505771160125732
1733471466-239,VW T6.1 CALIFORNIA 2.0 TDI OCEAN EDITION LIBERTY,CHF 62'900.–,24'500 km,Diesel,"ST. GALLERSTRASSE 99, 9032 ENGELBURG",62900,24500,1,50000 - 99999,47.43525695800781,9.349658966064453
1733471469-240,ETRUSCO V 6.6 SF V2,CHF 59'780.–,15'500 km,Diesel,"HAUPTSTRASSE 70, 8546 ISLIKON",59780,15500,1,50000 - 99999,47.54833221435547,8.849271774291992
1733471478-241,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 58'900.–,22'000 km,Diesel,"ROUTE DE DELÉMONT 162, 2802 DEVELIER",58900,22000,1,50000 - 99999,47.3612174987793,7.31329870223999
1733471484-242,CARTHAGO MALIBU VAN 600 DSB 4,CHF 39'900.–,118'800 km,Diesel,"EISTRASSE 1, 6102 MALTERS",39900,118800,1,20000 - 49999,47.04475021362305,8.191388130187988
1733471493-243,SUNLIGHT FIAT CAPRON T 68,CHF 38'900.–,156'000 km,Diesel,"EISTRASSE 1, 6102 MALTERS",38900,156000,1,20000 - 49999,47.04475021362305,8.191388130187988
1733471500-244,VW T6 CALIFORNIA 2.0 TDI OCEAN,CHF 47'000.–,85'000 km,Diesel,"KANTONSSTRASSE 73, 6234 TRIENGEN",47000,85000,1,20000 - 49999,47.23719024658203,8.074947357177734
1733471503-245,VW 2.0 TDI 4 MOTION DSG CAMPER 3SITZE,CHF 11'900.–,196'998 km,Diesel,"THALERSTRASSE 46A, 9424 RHEINECK",11900,196998,1,0 - 19999,47.467018127441406,9.58243179321289
1733471506-246,VW T6.1 CALIFORNIA 2.0 TDI OCEAN EDITION LIBERTY,CHF 62'900.–,33'000 km,Diesel,"SCHACHENSTRASSE 31, 3421 LYSSACH",62900,33000,1,50000 - 99999,47.07384490966797,7.588680267333984
1733471508-247,ROLLER TEAM LIVING 2 AUTOMAT.,CHF 52'900.–,66'000 km,Diesel,"LA GUÉRITE 60, 1541 SÉVAZ",52900,66000,1,50000 - 99999,46.838157653808594,6.865045547485352
1733471510-248,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY,CHF 79'500.–,10'000 km,Diesel,"AECHERLI 3, 1715 ALTERSWIL",79500,10000,1,50000 - 99999,46.79677963256836,7.255855083465576
1733471513-249,SUNLIGHT A70 ALKOVEN,CHF 69'900.–,20'000 km,Diesel,"SCHACHENSTRASSE 31, 3421 LYSSACH",69900,20000,1,50000 - 99999,47.07384490966797,7.588680267333984
1733471516-250,SUN LIVING C SERIES 65 SL,CHF 62'269.–,16'000 km,Diesel,"VIA SAN GOTTARDO 120, 6500 BELLINZONA",62269,16000,1,50000 - 99999,46.20896911621094,9.038769721984863
1733471518-251,"NISSAN MICHELANGELO, WESTFALIA-AUFBAU",CHF 49'850.–,47'900 km,Diesel,"GLÜTSCHBACHSTRASSE 100, 3661 UETENDORF",49850,47900,1,20000 - 49999,46.77484130859375,7.5861101150512695
1733471526-252,FORD DETHLEFFS POSSL FORTUNA,CHF 21'500.–,112'000 km,Diesel,"AURIEDSTRASSE 65, 3178 BÖSINGEN",21500,112000,1,20000 - 49999,46.90143585205078,7.227672576904297
1733471534-254,FIAT PILOTE,CHF 52'899.–,27'000 km,Diesel,"ZONE ARTISANALE A 3, 1588 CUDREFIN",52899,27000,1,50000 - 99999,46.96083068847656,7.030811309814453
1733471538-255,SUNLIGHT I 69L,CHF 49'900.–,115'000 km,Diesel,"EISTRASSE 1, 6102 MALTERS",49900,115000,1,20000 - 49999,47.04475021362305,8.191388130187988
1733471541-256,VW T5 CALIFORNIA 2.0 BI-TDI COMFORTLINE 4MOTION,CHF 38'900.–,152'000 km,Diesel,"RUE PRINCIPALE 62, 2613 VILLERET",38900,152000,1,20000 - 49999,47.15473556518555,7.0145392417907715
1733471546-257,PHOENIX PHOENIX TOPX-ALKOVEN 8900,CHF 324'999.–,10'718 km,Diesel,"INDUSTRIESTRASSE 13, 8864 REICHENBURG",324999,10718,1,200000 - 499999,47.1705436706543,8.987462043762207
1733471548-258,VW T6 CALIFORNIA 2.0 TDI BEACH LIBERTY 4MOTION,CHF 40'600.–,82'529 km,Diesel,"BUHOLZSTRASSE 40, 6032 EMMEN",40600,82529,1,20000 - 49999,47.0927734375,8.318682670593262
1733471553-259,ELNAGH KING 55 G KLIMA - SOLAR - SAT - LUFTFEDERUNG,CHF 39'900.–,54'186 km,Diesel,"VIA SAN GOTTARDO 38, 6593 CADENAZZO",39900,54186,1,20000 - 49999,46.15255355834961,8.952432632446289
1733471558-260,VW T6.1 CALIFORNIA 2.0 TDI OCEAN EDITION LIBERTY,CHF 67'000.–,17'800 km,Diesel,"AECHERLI 3, 1715 ALTERSWIL",67000,17800,1,50000 - 99999,46.79677963256836,7.255855083465576
1733471561-261,VW T6 CALIFORNIA 2.0 TDI BEACH EDITION,CHF 47'900.–,62'000 km,Diesel,"GIGENNAGELSTRASSE 2, 6287 AESCH LU",47900,62000,1,20000 - 49999,47.26013946533203,8.240265846252441
1733471564-262,FORD TRANSIT CUSTOM 320 L1H1 A,CHF 54'900.–,49'980 km,Diesel,"NEBENGRABEN 5, 9430 ST MARGRETHEN",54900,49980,1,50000 - 99999,47.45929718017578,9.612757682800293
1733471567-263,FIAT CAPRON SUNLIGHT T68,CHF 69'800.–,53'000 km,Diesel,"BAHNHOFSTRASSE 166, 4313 MÖHLIN",69800,53000,1,50000 - 99999,47.55230712890625,7.850740432739258
1733471570-264,MERCEDES-BENZ MARCO POLO 300 D 4M A,CHF 70'900.–,46'300 km,Diesel,"ROUTE D'ENGLISBERG 4, 1763 GRANGES-PACCOT",70900,46300,1,50000 - 99999,46.828243255615234,7.1501336097717285
1733471578-267,MERCEDES-BENZ MARCO POLO 300 D 4M A,CHF 87'900.–,45'000 km,Diesel,"OTELFINGERSTRASSE 44, 5430 WETTINGEN",87900,45000,1,50000 - 99999,47.458194732666016,8.346111297607422
1733471581-268,KNAUS SUN TI 700 MEG,CHF 59'900.–,20'740 km,Diesel,"LENZBURGERSTRASSE 6, 5103 WILDEGG",59900,20740,1,50000 - 99999,47.414127349853516,8.164999961853027
1733471583-269,VW T6 CALIFORNIA 2.0 BI-TDI BEACH LIBERTY 4MOTION,CHF 39'900.–,159'500 km,Diesel,"BRUNNENWIESENSTRASSE 8, 8570 WEINFELDEN",39900,159500,1,20000 - 49999,47.56602096557617,9.091235160827637
1733471586-270,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LAST EDITION,CHF 71'900.–,14'000 km,Diesel,"EBERSMOOS 1, 6204 SEMPACH",71900,14000,1,50000 - 99999,47.133209228515625,8.196508407592773
1733471591-271,VW CADDY 2.0 TDI 4MOTION CALIFORNIA,CHF 32'900.–,85'000 km,Diesel,"EYBACHSTRASSE 2, 6207 NOTTWIL",32900,85000,1,20000 - 49999,47.138427734375,8.13077449798584
1733471598-272,VW CALIFORNIA TDI OCEAN A,CHF 49'900.–,65'000 km,Diesel,"276 RTE DE ST JULIEN, 1258 PERLY",49900,65000,1,20000 - 49999,46.155582427978516,6.0946760177612305
1733471601-273,FIAT 238 CAMPER,CHF 3'800.–,81'286 km,Benzin,"HAUPTSTRASSE 1, 9556 AFFELTRANGEN",3800,81286,0,0 - 19999,47.527305603027344,9.03041934967041
1733471605-274,HYMER B 680 MC T,CHF 92'500.–,13'500 km,Diesel,"KALTENBACHERSTRASSE 30, 8260 STEIN AM RHEIN",92500,13500,1,50000 - 99999,47.653587341308594,8.854190826416016
1733471608-275,"RIMOR KATAMARANO 6.PLÄTZER, FORD TRANSIT 2.2TDCI 110PS",CHF 24'900.–,71'000 km,Diesel,"HOFACKERSTRASSE 7, 9606 BÜTSCHWIL",24900,71000,1,20000 - 49999,47.36394500732422,9.074725151062012
1733471611-276,ROLLER TEAM ZEFIRO 267 / TL10,CHF 69'880.–,17'980 km,Diesel,"HAUPTSTRASSE 70, 8546 ISLIKON",69880,17980,1,50000 - 99999,47.54833221435547,8.849271774291992
1733471616-277,VW T6 CALIFORNIA 2.0 BI-TDI OCEAN,CHF 53'900.–,36'500 km,Diesel,"TWIRRENSTRASSE 2, 8733 ESCHENBACH",53900,36500,1,50000 - 99999,47.24050521850586,8.932645797729492
1733471619-278,ADRIA CORAL XL AXESS 600 DP,CHF 67'870.–,17'000 km,Diesel,"VIA SAN GOTTARDO 120, 6500 BELLINZONA",67870,17000,1,50000 - 99999,46.20896911621094,9.038769721984863
1733471628-281,VW T6.1 CALIFORNIA 2.0 TDI OCEAN EDITION LIBERTY,CHF 52'900.–,67'000 km,Diesel,"ROUTE DE DELÉMONT 162, 2802 DEVELIER",52900,67000,1,50000 - 99999,47.3612174987793,7.31329870223999
1733471632-282,KNAUS SPORT TI 650 MG,CHF 38'900.–,61'000 km,Diesel,"SCHACHENSTRASSE 54, 3421 LYSSACH",38900,61000,1,20000 - 49999,47.070621490478516,7.59507942199707
1733471635-283,VW T6.1 CALIFORNIA 2.0 TDI OCEAN 4MOTION,CHF 69'900.–,37'000 km,Diesel,"RUE DES GORGES 18, 2740 MOUTIER",69900,37000,1,50000 - 99999,47.282169342041016,7.3807477951049805
1733471637-284,RIMOR FIAT HORUS 145 RAMON,CHF 58'500.–,36'700 km,Diesel,"NIEDERBIPPSTRASSE 3, 4538 OBERBIPP",58500,36700,1,50000 - 99999,47.25844192504883,7.666701316833496
1733471640-285,PÖSSL GLOBECAR R AUTOMAT.,CHF 46'900.–,50'800 km,Diesel,"LA GUÉRITE 60, 1541 SÉVAZ",46900,50800,1,20000 - 49999,46.838157653808594,6.865045547485352
1733471644-286,PÖSSL GLOBECAR CAMPSCOUT 640 AUTOMATIKGETRIEBE,CHF 39'900.–,77'600 km,Diesel,"VIA SAN GOTTARDO 38, 6593 CADENAZZO",39900,77600,1,20000 - 49999,46.15255355834961,8.952432632446289
1733471650-287,OPEL VIVARO B 16CDTI CAMPER VAN,CHF 29'900.–,134'869 km,Diesel,"BUECHBERGSTRASSE 10, 9422 STAAD SG",29900,134869,1,20000 - 49999,47.47590255737305,9.550376892089844
1733471663-289,ETRUSCO I 6900 SB *HYMER-GRUPPE* FIAT DUCATO 2.3MJT 140PS,CHF 66'900.–,20'000 km,Diesel,"HOFACKERSTRASSE 7, 9606 BÜTSCHWIL",66900,20000,1,50000 - 99999,47.36394500732422,9.074725151062012
1733471667-290,DETHLEFFS TREND T7057 EB,CHF 85'870.–,15'000 km,Diesel,"GEWERBESTRASSE 1, 8451 KLEINANDELFINGEN",85870,15000,1,50000 - 99999,47.60587692260742,8.68687629699707
1733471670-291,LAIKA KOSMO VAN 9 AUTOMAT. 9 VIT.,CHF 64'900.–,36'650 km,Diesel,"LA GUÉRITE 60, 1541 SÉVAZ",64900,36650,1,50000 - 99999,46.838157653808594,6.865045547485352
1733471676-292,KNAUS VANSATION 550,CHF 52'777.–,54'200 km,Diesel,"HAUPTSTRASSE 216, 4565 RECHERSWIL",52777,54200,1,50000 - 99999,47.15408706665039,7.592122554779053
1733471680-293,BÜRSTNER AVIANO 709,CHF 42'900.–,55'800 km,Diesel,"IM CHRUMMENACHER 8, 8308 ILLNAU",42900,55800,1,20000 - 49999,47.40474319458008,8.719557762145996
1733471692-297,VW CADDY 1.5 TSI CALIFORNIA SPIRIT DSG,CHF 35'900.–,30'700 km,Benzin,"RUE BAPTISTE-SAVOYE 16, 2610 ST-IMIER",35900,30700,0,20000 - 49999,47.14973831176758,6.9913153648376465
1733471696-298,FIAT LMC T 662,CHF 53'900.–,15'051 km,Diesel,"VOLTASTRASSE 89, 4056 BASEL",53900,15051,1,50000 - 99999,47.570777893066406,7.576108455657959
1733471699-299,FIAT 15Q 2.3 JTD L2-H2 CAMPER,CHF 35'800.–,120'000 km,Diesel,"BREITWIES 5, 5420 EHRENDINGEN",35800,120000,1,20000 - 49999,47.4912223815918,8.338791847229004
1733471702-300,MERCEDES-BENZ MARCO POLO 300 D LANG 4M AUTOMAT,CHF 74'900.–,30'000 km,Diesel,"SCHACHENSTRASSE 31, 3421 LYSSACH",74900,30000,1,50000 - 99999,47.07384490966797,7.588680267333984
1733471704-301,VW T5 CALIFORNIA 2.0 TDI,CHF 15'800.–,270'000 km,Diesel,"KREUZFELDSTRASSE 2, 5644 AUW",15800,270000,1,0 - 19999,47.205604553222656,8.369141578674316
1733471707-302,VW 1.9 TDI,CHF 27'900.–,149'000 km,Diesel,"BERNSTRASSE 26, 3076 WORB",27900,149000,1,20000 - 49999,46.9282341003418,7.560643196105957
1733471710-303,KNAUS BOX STAR 600,CHF 53'898.–,60'000 km,Diesel,"VIA SAN GOTTARDO 120, 6500 BELLINZONA",53898,60000,1,50000 - 99999,46.20896911621094,9.038769721984863
